@relation cancer
@attribute 0 NUMERIC
@attribute 1 NUMERIC
@attribute 2 NUMERIC
@attribute classes {0,1,}
@data
17.0,14.0,9.0,1
21.0,13.0,20.0,1
31.0,22.0,14.0,1
3.0,1.0,4.0,1
11.0,16.0,1.0,1
7.0,16.0,6.0,1
40.0,58.0,13.0,1
3.0,26.0,6.0,1
42.0,15.0,4.0,1
51.0,9.0,0.0,1
24.0,18.0,6.0,1
23.0,34.0,18.0,1
30.0,6.0,7.0,1
13.0,16.0,9.0,1
184.0,26.0,98.0,1
180.0,49.0,125.0,1
10.0,11.0,3.0,1
21.0,8.0,4.0,1
24.0,23.0,7.0,1
22.0,17.0,9.0,1
50.0,19.0,11.0,1
7.0,28.0,8.0,1
29.0,8.0,1.0,1
126.0,46.0,68.0,1
29.0,80.0,26.0,1
26.0,8.0,8.0,1
37.0,98.0,42.0,1
43.0,47.0,21.0,1
5.0,5.0,1.0,1
28.0,7.0,12.0,1
8.0,1.0,7.0,1
23.0,20.0,5.0,1
106.0,67.0,104.0,1
